snomed_ref,snomed_descr
25471001,"lesion traumatica superficial del oido, sin infeccion"
25479004,cuerpo extraño en la faringe
25501002,fobia social
25529004,fractura expuesta del extremo distal del radio
25544003,insuficiencia cardiaca con bajo gasto cardiaco
25569003,taquicardia ventricular
25622003,deficit de redes de contencion
25658005,trastorno de la vagina
25690000,neuropatia femoral
25702006,intoxicacion
25766007,trastorno mixto del lenguaje receptivo - expresivo
25786006,conducta anormal
25803005,fistula pancreatica
25821008,esclerosis glomerular focal
25878000,aneurisma de arteria hepatica
25899002,fractura bimaleolar no expuesta
25906001,trastorno del oido
25924004,litiasis biliar con colecistitis
26025008,esquizofrenia residual
26039008,neurosifilis
26079004,temblor
26103000,hidatidosis hepatica
26111005,miopatia metabolica
26146002,transposicion completa de los grandes vasos
26179002,atresia del esofago
26237000,edema maleolar
26284000,ulcera de la boca
26322001,otorragia
26373009,hemorroides externas trombosadas
26389007,bocio multinodular toxico
26435006,dermatitis aguda
26442006,fractura no expuesta de diafisis de femur
26468004,isquemia retiniana
26516009,trastorno grave del estado de animo
26538006,degeneracion de disco intervertebral lumbar
26544005,debilidad muscular
26613009,broncocele
26614003,hidrocele de testiculo
26628009,trastorno del pensamiento
26629001,sindrome del intestino corto
26636000,muerte subita
26649005,ulcera cronica de extremidad inferior
26650005,traqueitis aguda
26660001,dilatacion de la aorta
26664005,escleromalacia perforante
26665006,trastorno de la personalidad antisocial
26677001,alteracion del sueño
26681001,endometriosis de la pelvis
26690008,"edad gestacional, 8 semanas"
26692000,hipotiroidismo central
26715006,miopatia inducida por esteroides
26726000,legionelosis
26808007,degeneracion sinusal polipoide
26843008,sindrome antifosfolipidico
26883000,absceso de rodilla
26889001,miositis
26929004,enfermedad de alzheimer
26947005,herida abierta de la extremidad inferior
27019000,queratitis superficial
27052006,paludismo por Plasmodium vivax
27123005,barro biliar
27151001,sindrome de espalda fallida
27182002,esguince acromioclavicular
27194006,edema corneal
27206009,agrafia
27214003,hemorragia postparto atonica
27281001,ulcera duodenal con hemorragia
27342004,anemia del embarazo
27355003,dolor de muela
27358001,sindrome del acueducto de Silvio
27405005,sindrome de apnea del sueño central
27431007,cambios fibroquisticos de mama
27503000,sindrome de Gilbert
27520001,psoriasis pustulosa de palmas y plantas
27536004,edema corneal secundario
27550009,vasculopatia
27561001,celulitis de dedo de la mano
27601005,infección causada por cestodos y/o trematodos y/o nematodos
27637000,dextrocardia
27678003,mioquimia
27717006,absceso de escroto
27718001,enfermedad de la orina en jarabe de arce
27719009,hemorragia gastrointestinal aguda
27731006,deposiciones blandas
27741009,tendinitis calcificante de hombro
27764006,dificultades de aceptacion y manejo de la enfermedad
27836007,tosferina
27871007,desprendimiento coroideo
27885002,bloqueo auriculoventricular completo
27916005,absceso de higado
27942005,choque
27956007,intoxicacion por cocaina
27970007,quiste mesenterico
28012007,"fractura de diafisis de tibia, no expuesta"
28055006,sindrome de West
28189009,bloqueo A-V de segundo grado tipo II
28213007,intoxicacion por oxido nitroso
28238002,esguince de articulacion condrocostal sin lesion traumatica del esternon
28248000,trombosis de arteria coronaria descendente anterior izquierda
28277004,conducta autolesiva
28293008,enfermedad por deficiencia hereditaria de factor VIII
28295001,síndrome del lóbulo medio
28314004,asfixia en lactante nacido vivo
28332004,ruptura familiar
28359007,"fractura de cabeza del perone, no expuesta"
28432003,absceso de la mama
28442001,poliuria
28475009,depresion mayor recurrente grave con sintomas psicoticos
28574005,anomalía congénita de la arteria coronaria
28590005,linfedema adquirido cronico
28626004,fistula vesicocolonica
28637003,nefritis tubulointersticial aguda
28651003,hipotension arterial ortostatica
28663008,trastorno bipolar I maniaco grave con sintomas psicoticos
28670008,varices esofagicas
28743005,tos productiva
28756003,fistula gastrocolica
28770003,"poliquistosis renal, tipo infantil"
28826002,litiasis salival
28835009,retinitis pigmentaria
28861008,síndrome de crouzon
28884001,"trastorno bipolar i moderado, un solo episodio maniaco"
28914006,ectropion cicatrizal
28926001,erupcion causada por farmaco
28944009,infeccion por citomegalovirus
28978003,oftalmoplejia supranuclear progresiva
28987007,aciduria glutarica
28998008,hemorragia retiniana
29164008,alteracion del habla
29227009,nocardiosis
29260007,deficit de inmunoglobulina A
29268000,hipersensibilidad por contacto
29322000,enfermedad cerebrovascular aguda
29384001,trastorno del estomago
29422001,neumoconiosis de los trabajadores del carbon
29538005,crisis glaucomatociclitica
29555009,trastorno de la retina
29596007,hipercapnia
29599000,esquizofrenia indiferenciada cronica
29608009,epiglotitis aguda
29609001,pólipo de la vagina
29633007,glucogenosis
29717002,latidos prematuros
29738008,proteinuria
29740003,marasmo nutricional
29749002,fractura no expuesta de omoplato
29753000,crisis de ansiedad
29857009,dolor toracico
29862005,hernia paraumbilical
29886007,adherencia del intestino
29889000,ruptura del corazon
29899005,embolia de arteria coronaria
29943008,queratitis dendritica por virus del herpes simple
29951006,laringitis cronica
30037006,fisura anal
30041005,glaucoma agudo de angulo estrecho
30069002,espasmo de acomodacion
30085007,neurinoma de Morton
30124006,ruptura de riñon
30128009,condritis de Tietze
30188007,deficiencia de alfa-1-antitripsina
30233002,degeneracion macular senil exudativa
30242009,escarlatina
30250000,otitis externa aguda
30281009,trastorno de la prostata
30287008,sindrome de hiperornitinemia - hiperamonemia - homocitrulinuria
30288003,defecto del tabique interventricular
30292005,mononeuritis multiple
30473006,lumbalgia de esfuerzo
30477007,hernia intrabdominal
30520009,"trastorno bipolar ii grave, episodio mas reciente de caracteristicas depresivas profundas con sintomas psicoticos"
30588004,colitis isquemica
30652003,sindrome de ehlers - danlos hipermovil
30664006,"neoplasia endocrina multiple, tipo 1"
30677002,polipo coanal
30693006,aerofagia
30704002,eritema en alas de mariposa
30721006,temblor intencional
30731004,glosodinia
30744009,platipnea
30746006,ganglio linfatico inflamado
30753002,hidrocefalia normotensa
30800001,colpitis
30811009,ulcera de esofago
30819006,animo disforico
30832001,ruptura del tendon rotuliano
30833006,inflamacion de vestibulo de vulva
30873000,fistula esofagica
30905007,fractura supracondílea de fémur no expuesta
30911005,crioglobulinemia
30958002,complicacion de una anastomosis interna
31027006,trastorno esquizotipico de la personalidad
31054009,litiasis ureteral
31066003,ulcera de la vagina
31070006,epididimitis
31085000,insuficiencia mitral reumatica
31097004,sindrome secundario a poliomielitis
31117002,signo de pellizcamiento
31177006,"trastorno de hiperactividad con deficit de atencion, tipo combinado"
31216003,oligofrenia profunda
31258000,quiste del pancreas
31273004,síndrome uretral
31341008,hemorragia vitrea
31384009,polimiositis
31399009,absceso de cuero cabelludo
31438003,resistencia a un farmaco
31446002,"trastorno bipolar I, episodio mas reciente hipomaniaco"
31487001,hiperostosis esqueletica idiopatica diseminada
31516002,"enfermedad viral en la madre que complica el embarazo, el nacimiento y/o el puerperio"
31541009,sangrado vaginal en gotas durante el embarazo
31568009,meningitis por Listeria
31574009,soplo sistolico
31601007,embarazo combinado
31611000,trastorno de personalidad multiple
31642005,gingivitis aguda
31658008,esquizofrenia paranoide cronica
31681005,neuropatia del trigemino
31693001,fractura de dos costillas
31712002,colangitis biliar primaria
31821006,cicatriz uterina de cirugia previa que afecta al embarazo
31822004,uretritis
31848007,sindrome crest
31871009,"infeccion y/o reaccion inflamatoria debidas a dispositivo protesico interno, implante y/o injerto"
31875000,anergia
31892009,hemotorax
31908003,sequedad de la vagina
31928004,absceso cutaneo
31935007,complicacion debida a vacunacion
31956009,dependencia de cocaina
31975004,fractura de hueso escafoides de muñeca
31978002,fisura de tibia
31992008,hipertension arterial secundaria
31996006,vasculitis
32022003,miopia alta progresiva degenerativa
32110003,trastorno del ano
32128001,rotura de ligamento colateral de articulacion metacarpofalangica
32307003,polipo de cavidad nasal
32311009,fractura no expuesta de base de pulgar
32390006,panhipopituitarismo
32398004,bronquitis
32402008,espasmo facial
32497008,fractura de estructura laringea
32566006,dismetria
32620007,pulpitis
32644009,contracciones de Braxton Hicks
32659003,hipoplasia congenita de riñon
32665003,hernia inguinoescrotal
32709003,adiccion
32798002,parkinsonismo
32834005,perdida breve de la consciencia
32858009,enfermedad hemolitica del feto O del recien nacido por inmunizacion ABO
32861005,eritema nudoso
32874004,cuerpo extraño en el conducto auditivo
32906002,"victima, peaton en accidente vehicular y/o de transito"
32911000,falta de vivienda
32914008,sindrome de piernas inquietas
32916005,nefroangioesclerosis
32937002,crisis
32984002,policitemia neonatal
32999002,complicacion de herida quirurgica obstetrica
33118001,"fractura de acetabulo, no expuesta"
33167004,complicacion de un implante
33168009,entropion
33173003,"fractura de clavicula, no expuesta"
33192001,"fractura de extremo distal de radio Y cubito, no expuesta"
33261009,absceso de amigdala
33286000,deficiencia inmunológica secundaria
33334006,cuerpo extraño en tracto digestivo
33382000,panoftalmitis
33413000,latidos ectopicos
33420007,sindrome cervicobraquial difuso
33449004,trastorno de la personalidad
33528003,miringitis bullosa
33595009,quiste aracnoideo
33629003,drusas de papila optica
33655002,cistitis aguda
33659008,cicatriz queloidea
33687004,gastroenteritis dietetica
33688009,colestasis
33737001,fractura vertebral
33838003,diverticulitis del duodeno
33839006,herpes simple genital
33910007,infeccion postoperatoria
33927004,hipogonadismo hipogonadotrofico
33931005,traumatismo en labio de boca
33958003,trastorno del pene
33995003,megacolon adquirido
34000006,enfermedad de Crohn
34014006,viriasis
34020007,neumonia causada por Streptococcus
34063005,hemianopsia homonima
34095006,deshidratacion
34124000,cuerpo extraño en la vagina
34129005,condritis de la oreja
34165000,proteinuria gestacional
34187009,miopia grave
34250006,penfigoide benigno de membranas mucosas
34268009,"fractura de maleolo externo, no expuesta"
34287003,enfermedad de Rosai-Dorfman
34288008,pleurotótonos
34298002,conjuntivitis neonatal
34319007,induración de la piel
34346002,colecistitis alitiasica aguda
34361001,catarata traumatica
34363003,prurito de la vagina
34430009,ruptura del utero
34436003,hematies en orina
34476008,encefalitis viral
34486009,hipertiroidismo
34615008,hemospermia
34622000,subluxacion temporomandibular
34630004,pitiriasis
34713006,deficit de vitamina D
34723002,otitis externa difusa
34730008,megaloeritema
34736002,congestion pasiva hepatica cronica
34742003,hipertension portal
34789001,dolor de coxis
34801009,embarazo ectopico
34821005,estenosis congénita de la coana nasal
34830002,celulitis del escroto
34840004,tendinitis
34842007,hemorragia preparto
34887006,madarosis palpebral
34911001,micropene
35045004,microtia
35055000,queratopatia en banda
35064005,heces oscuras
35065006,pseudobstruccion cronica primaria del colon
35145002,encefalopatia uremica
35154004,pénfigo foliáceo
35240004,deficiencia de hierro
35247001,colesteatoma de oido externo
35252006,esquizofrenia desorganizada
35253001,trastorno de hiperactividad con deficit de atencion
35265002,sindrome de mallory - weiss
35298007,estreñimiento colonico
35301006,traqueobronquitis aguda
35304003,taponamiento cardiaco
35442005,fractura de esternon
35455006,necrosis tubular aguda
35484002,aplasia de cutis congenita
35486000,hemorragia subdural intracraneal
35489007,sindrome depresivo
35498005,dermatitis por estasis venoso
35607004,trastorno de panico con agorafobia
35678005,dolor en multiples articulaciones
35708002,absceso del perineo
35742006,sifilis congenita
35746009,fibroma uterino que afecta al embarazo
35868009,sindrome carcinoide
35874009,trabajo de parto normal
35885006,acido urico elevado
35919005,trastorno del espectro autista
35923002,sinusitis cronica maxilar
35984006,tuberculosis de la columna vertebral
35999006,ovulo fertilizado no desarrollado
36029005,absceso del pene
36046008,absceso isquiorrectal
36071006,condromalacia de rotula
36083008,enfermedad del nodo sinusal
36118008,neumotorax
36127009,fractura del pubis
36138009,inmunodeficiencia congenita
36171008,glomerulonefritis
36184004,aneurisma de arteria renal
36186002,poliartropatia
36188001,shigelosis
36198007,victima de accidente vehicular Y/O de transito
36202009,fractura de diente
36209000,melasma
36241006,bocio multinodular no toxico
36259009,dermatitis eccematosa de parpado
36311007,edema de la vulva
36348003,hiperparatiroidismo primario
36351005,deficiencia de antitrombina iii
36388008,estenosis de union ureteropelvica
36427004,discopatia
36440009,retraso ponderal
36444000,trastorno del metabolismo del ciclo de la urea
36456004,hallazgo del estado mental
36474008,depresion mayor recurrente grave sin sintomas psicoticos
36485005,neumopatia restrictiva
36605004,complicacion de injerto-puente
36689008,pielonefritis aguda
36715001,eritema polimorfo
36729000,dolor de prostata
36746002,peritonitis biliar
36755004,talipes cavo
36758002,efecto tardio de la fractura de las extremidades inferiores
36760000,hepatoesplenomegalia
36778005,fractura de falange distal de dedo de la mano
36785009,sindrome de afasia - circunvolucion angular
36787001,contusion del tronco
