drug_ref,drug_descr,atc_ref,atc_descr
FB02D456582B8266E1000000AC10015B,ABSORB INC ORINA DIA ANAT,,
FBFFD456582B8266E1000000AC10015B,ABSORB INC ORINA DIA ANAT,,
0703D456582B8266E1000000AC10015B,ABSORB INC ORINA DIA RECT,,
09CBD456871A487BE1000000AC10015B,ABSORB INC ORINA DIA RECT,,
09D6D4568431467BE1000000AC10015B,ABSORB INC ORINA DIA RECT,,
0FC7D456871A487BE1000000AC10015B,ABSORB INC ORINA DIA RECT,,
1ECAD456871A487BE1000000AC10015B,ABSORB INC ORINA DIA RECT,,
2B03D456582B8266E1000000AC10015B,ABSORB INC ORINA DIA RECT,,
3BD8D4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA DIA RECT,,
3EAAD456A65A4A7BE1000000AC10015B,ABSORB INC ORINA DIA RECT,,
48D8D4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA DIA RECT,,
66F7D456582B8266E1000000AC10015B,ABSORB INC ORINA DIA RECT,,
69F6D456582B8266E1000000AC10015B,ABSORB INC ORINA DIA RECT,,
6A1AD356DB4C477BE1000000AC10015B,ABSORB INC ORINA DIA RECT,,
6D00D456582B8266E1000000AC10015B,ABSORB INC ORINA DIA RECT,,
72F7D456582B8266E1000000AC10015B,ABSORB INC ORINA DIA RECT,,
75F6D456582B8266E1000000AC10015B,ABSORB INC ORINA DIA RECT,,
7C04D456582B8266E1000000AC10015B,ABSORB INC ORINA DIA RECT,,
7DC2D456871A487BE1000000AC10015B,ABSORB INC ORINA DIA RECT,,
8804D456582B8266E1000000AC10015B,ABSORB INC ORINA DIA RECT,,
9383D4562371F173E1000000AC10015B,ABSORB INC ORINA DIA RECT,,
A269D45680114E7BE1000000AC10015B,ABSORB INC ORINA DIA RECT,,
A7D5D4568431467BE1000000AC10015B,ABSORB INC ORINA DIA RECT,,
AE69D45680114E7BE1000000AC10015B,ABSORB INC ORINA DIA RECT,,
BEFFD456582B8266E1000000AC10015B,ABSORB INC ORINA DIA RECT,,
C7C6D456871A487BE1000000AC10015B,ABSORB INC ORINA DIA RECT,,
D5D8D4568431467BE1000000AC10015B,ABSORB INC ORINA DIA RECT,,
E27AD4562371F173E1000000AC10015B,ABSORB INC ORINA DIA RECT,,
E5D5D4568431467BE1000000AC10015B,ABSORB INC ORINA DIA RECT,,
E5E1D4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA DIA RECT,,
F2E8D4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA DIA RECT,,
FB7AD4562371F173E1000000AC10015B,ABSORB INC ORINA DIA RECT,,
FDD5D4568431467BE1000000AC10015B,ABSORB INC ORINA DIA RECT,,
FEE8D4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA DIA RECT,,
FFD7D4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA DIA RECT,,
00EBD4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
03C7D456871A487BE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
03CDD456871A487BE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
04D3D456871A487BE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
04D6D4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
05E4D4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
0904D456582B8266E1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
0AE9D4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
1002D456582B8266E1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
11E6D4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
1504D456582B8266E1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
15D6D4568431467BE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
16E9D4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
17D8D4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
21D6D4568431467BE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
22E9D4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
298BD4562371F173E1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
2CD7D4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
2DD6D4568431467BE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
2EE9D4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
2F87D4562371F173E1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
2FDDD4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
39D6D4568431467BE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
3AE9D4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
3CD3D456871A487BE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
3E1DD356DB4C477BE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
4379D4562371F173E1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
43CDD456871A487BE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
46E9D4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
48D3D456871A487BE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
4976D4562371F173E1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
4F79D4562371F173E1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
52E9D4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
54D8D4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
581DD356DB4C477BE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
5B79D4562371F173E1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
5DD5D456871A487BE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
5E7ED4562371F173E1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
60D8D4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
62AAD456A65A4A7BE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
6779D4562371F173E1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
68D7D4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
69D5D456871A487BE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
6A7ED4562371F173E1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
6C69D45680114E7BE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
6CD8D4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
6EAAD456A65A4A7BE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
701DD356DB4C477BE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
747DD4562371F173E1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
74C8D456871A487BE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
75D5D456871A487BE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
761AD356DB4C477BE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
7719D356DB4C477BE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
778CD4562371F173E1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
7BEAD4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
8079D4562371F173E1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
81E8D4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
827ED4562371F173E1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
8280D4562371F173E1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
8500D456582B8266E1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
8576D4562371F173E1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
877FD4562371F173E1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
87EAD4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
8C79D4562371F173E1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
8DE8D4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
8E1AD356DB4C477BE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
8E80D4562371F173E1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
8F87D4562371F173E1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
90D9D4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
9176D4562371F173E1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
937FD4562371F173E1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
93EAD4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
9565D45680114E7BE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
95D4D4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
9781D4562371F173E1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
987DD4562371F173E1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
9977D4562371F173E1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
99D6D4568431467BE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
9F7FD4562371F173E1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
A01DD356DB4C477BE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
A085D4562371F173E1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
A165D45680114E7BE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
A381D4562371F173E1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
A3F7D456582B8266E1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
A479D4562371F173E1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
A8D8D4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
A978D4562371F173E1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
AA76D4562371F173E1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
AB7FD4562371F173E1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
AC1DD356DB4C477BE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
AF81D4562371F173E1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
AFF7D456582B8266E1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
B079D4562371F173E1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
B21CD356DB4C477BE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
B676D4562371F173E1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
B719D356DB4C477BE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
B7E1D4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
B81DD356DB4C477BE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
BB81D4562371F173E1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
BBF7D456582B8266E1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
BC79D4562371F173E1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
C070D45680114E7BE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
C07ED4562371F173E1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
C085D4562371F173E1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
C178D4562371F173E1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
C383D4562371F173E1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
C3DCD4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
C3E1D4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
CAA8D456A65A4A7BE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
CC7ED4562371F173E1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
CF83D4562371F173E1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
CFE1D4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
D01DD356DB4C477BE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
D87ED4562371F173E1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
DBEAD4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
E365D45680114E7BE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
E47ED4562371F173E1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
E7EAD4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
EBE9D4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
EFFFD456582B8266E1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
F103D456582B8266E1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
F3EAD4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
F7E9D4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
FD03D456582B8266E1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
FFD6D4568431467BE1000000AC10015B,ABSORB INC ORINA NOC ANAT,,
AB83D4562371F173E1000000AC10015B,ABSORB INC ORINA NOC RECT,,
12CAD456871A487BE1000000AC10015B,ABSORB INC ORINA SUP-NOC  ANAT,,
066AD45680114E7BE1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
06A7D456A65A4A7BE1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
07E7D4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
0A77D4562371F173E1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
0BD7D4568431467BE1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
0CEBD4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
0E1DD356DB4C477BE1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
0FCDD456871A487BE1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
11E4D4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
13E7D4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
1777D4562371F173E1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
18EBD4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
1BEAD4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
1C02D456582B8266E1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
2377D4562371F173E1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
23D8D4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
2578D4562371F173E1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
27EAD4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
2802D456582B8266E1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
2ACAD456871A487BE1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
2F77D4562371F173E1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
30EBD4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
3178D4562371F173E1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
33EAD4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
35F7D456582B8266E1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
3703D456582B8266E1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
38D7D4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
41DAD4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
44F6D456582B8266E1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
4584D4562371F173E1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
4E70D45680114E7BE1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
4F03D456582B8266E1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
5187D4562371F173E1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
536BD45680114E7BE1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
54D3D456871A487BE1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
5B03D456582B8266E1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
5DF6D456582B8266E1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
606BD45680114E7BE1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
60D3D456871A487BE1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
69D6D4568431467BE1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
6AE9D4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
7303D456582B8266E1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
7869D45680114E7BE1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
78D6D456871A487BE1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
7AAAD456A65A4A7BE1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
807DD4562371F173E1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
80C8D456871A487BE1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
81D5D456871A487BE1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
821AD356DB4C477BE1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
86AAD456A65A4A7BE1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
8B03D456582B8266E1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
8DD5D456871A487BE1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
8E71D45680114E7BE1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
8EE9D4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
9703D456582B8266E1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
98D7D4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
99D5D456871A487BE1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
9A1AD356DB4C477BE1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
9AA8D456A65A4A7BE1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
A303D456582B8266E1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
A47DD4562371F173E1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
A5E8D4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
ABEAD4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
AD65D45680114E7BE1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
B2A8D456A65A4A7BE1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
B7EAD4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
BB03D456582B8266E1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
BC04D456582B8266E1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
C276D4562371F173E1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
C319D356DB4C477BE1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
C66BD45680114E7BE1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
C8E0D4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
C977D4562371F173E1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
C9D6D4568431467BE1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
CC70D45680114E7BE1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
CE76D4562371F173E1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
CFDCD4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
D2D9D4568431467BE1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
D684D4562371F173E1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
D6FFD456582B8266E1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
D8D8D4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
DA76D4562371F173E1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
DC1DD356DB4C477BE1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
DFF7D456582B8266E1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
E0D5D4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
E503D456582B8266E1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
E783D4562371F173E1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
E7D6D4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
EBC6D456871A487BE1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
F276D4562371F173E1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
F278D4562371F173E1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
F383D4562371F173E1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
F3D6D4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
F3D6D4568431467BE1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
F8D5D4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
FAC7D456871A487BE1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
FE76D4562371F173E1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
FE78D4562371F173E1000000AC10015B,ABSORB INC ORINA SUP-NOC ANAT,,
25D6D4561F3D4D5DE1000000AC10015B,ABSORB INC ORINA SUP-NOC RECT,,
73D8D456871A487BE1000000AC10015B,ABSORB INC ORINA SUP-NOC RECT,,
8B72D45680114E7BE1000000AC10015B,ABSORB INC ORINA SUP-NOC RECT,,
CD56D45680114E7BE1000000AC10015B,ABSORB INC ORINA SUP-NOC RECT,,
E3B0F05A91688C40E1000000AC1601AE,"AC RETINOIC 0,05% ACETÒNID DE TRIAMCINOLONA 0,1% ANTIOXIDANT Q.S. EXC ADHESIU ORAL Q.S.P. 30G",A11CA01,Retinol (vit A)
0536C360CBD48F58E1000000AC160182,"ACALABRUTINIB, 100 MG CAPS (UC)",L01,AGENTES ANTINEOPLASICOS
E7EEA15577DAFF1BE1000000AC10015A,ACAMPROSATO,N07BB03,Acamprosato
636D5C461C27EF6FE1000000AC100155,"ACAMPROSATO, 333 MG COMP",N07BB03,Acamprosato
0E809F5547FC5261E1000000AC10015A,ACARBOSA,A10BF01,Acarbosa
16809F5547FC5261E1000000AC10015A,ACARBOSA,A10BF01,Acarbosa
1B499F5547FC5261E1000000AC10015A,ACARBOSA,A10BF01,Acarbosa
1E809F5547FC5261E1000000AC10015A,ACARBOSA,A10BF01,Acarbosa
8D489F5547FC5261E1000000AC10015A,ACARBOSA,A10BF01,Acarbosa
8E819F5547FC5261E1000000AC10015A,ACARBOSA,A10BF01,Acarbosa
9493A355D9485261E1000000AC10015A,ACARBOSA,A10BF01,Acarbosa
9C93A355D9485261E1000000AC10015A,ACARBOSA,A10BF01,Acarbosa
CF489F5547FC5261E1000000AC10015A,ACARBOSA,A10BF01,Acarbosa
DD1DA15577DAFF1BE1000000AC10015A,ACARBOSA,A10BF01,Acarbosa
E1489F5547FC5261E1000000AC10015A,ACARBOSA,A10BF01,Acarbosa
F11DA15577DAFF1BE1000000AC10015A,ACARBOSA,A10BF01,Acarbosa
F69FA2559161E937E1000000AC10015A,ACARBOSA,A10BF01,Acarbosa
29865C468000801EE1000000AC100155,"ACARBOSA, 100 MG COMP",A10BF01,Acarbosa
C8DB85509E26FA03E1000000AC100158,"ACARBOSA, 100 MG COMP",A10BF01,Acarbosa
F4455B466A54183FE1000000AC100155,"ACARBOSA, 100 MG COMP",A10BF01,Acarbosa
58455B466A54183FE1000000AC100155,"ACARBOSA, 50 MG COMP",A10BF01,Acarbosa
8C455B466A54183FE1000000AC100155,"ACARBOSA, 50 MG COMP",A10BF01,Acarbosa
D7855C468000801EE1000000AC100155,"ACARBOSA, 50 MG COMP",A10BF01,Acarbosa
6319D356DB4C477BE1000000AC10015B,ACCES SIST IRRIG COLOST,,
7901D456582B8266E1000000AC10015B,ACCES SIST IRRIG COLOST,,
8EEED456582B8266E1000000AC10015B,ACCES SIST IRRIG COLOST,,
9AE9D4561F3D4D5DE1000000AC10015B,ACCES SIST IRRIG COLOST,,
A4E9D4561F3D4D5DE1000000AC10015B,ACCES SIST IRRIG COLOST,,
02C2985895806A47E1000000AC10015A,ACECLOFENAC,M01AB16,Aceclofenaco
02C8A355D9485261E1000000AC10015A,ACECLOFENAC,M01AB16,Aceclofenaco
0432A2559FE3097CE1000000AC10015A,ACECLOFENAC,M01AB16,Aceclofenaco
04F46359765B939FE1000000AC1601AB,aceclofenac,M01AB16,Aceclofenaco
0837A2559FE3097CE1000000AC10015A,ACECLOFENAC,M01AB16,Aceclofenaco
0CC2985895806A47E1000000AC10015A,ACECLOFENAC,M01AB16,Aceclofenaco
10F46359765B939FE1000000AC1601AB,aceclofenac,M01AB16,Aceclofenaco
2D679F5547FC5261E1000000AC10015A,ACECLOFENAC,M01AB16,Aceclofenaco
37679F5547FC5261E1000000AC10015A,ACECLOFENAC,M01AB16,Aceclofenaco
513A9F5547FC5261E1000000AC10015A,ACECLOFENAC,M01AB16,Aceclofenaco
5B3A9F5547FC5261E1000000AC10015A,ACECLOFENAC,M01AB16,Aceclofenaco
66C5A15577DAFF1BE1000000AC10015A,ACECLOFENAC,M01AB16,Aceclofenaco
70C5A15577DAFF1BE1000000AC10015A,ACECLOFENAC,M01AB16,Aceclofenaco
95E3A2559161E937E1000000AC10015A,ACECLOFENAC,M01AB16,Aceclofenaco
9DE3A2559161E937E1000000AC10015A,ACECLOFENAC,M01AB16,Aceclofenaco
A309A15577DAFF1BE1000000AC10015A,ACECLOFENAC,M01AB16,Aceclofenaco
AD09A15577DAFF1BE1000000AC10015A,ACECLOFENAC,M01AB16,Aceclofenaco
B35D9F5547FC5261E1000000AC10015A,ACECLOFENAC,M01AB16,Aceclofenaco
B8A9A2559161E937E1000000AC10015A,ACECLOFENAC,M02AA25,Aceclofenaco
BD579F5547FC5261E1000000AC10015A,ACECLOFENAC,M01AB16,Aceclofenaco
BD5D9F5547FC5261E1000000AC10015A,ACECLOFENAC,M01AB16,Aceclofenaco
BF15A15577DAFF1BE1000000AC10015A,ACECLOFENAC,M01AB16,Aceclofenaco
F315A15577DAFF1BE1000000AC10015A,ACECLOFENAC,M01AB16,Aceclofenaco
F493A355D9485261E1000000AC10015A,ACECLOFENAC,M01AB16,Aceclofenaco
FB5C9F5547FC5261E1000000AC10015A,ACECLOFENAC,M01AB16,Aceclofenaco
FE36A2559FE3097CE1000000AC10015A,ACECLOFENAC,M01AB16,Aceclofenaco
FE93A355D9485261E1000000AC10015A,ACECLOFENAC,M01AB16,Aceclofenaco
2A485B466A54183FE1000000AC100155,"ACECLOFENACO TÓP, 15 MG/1 G CREM 60 G",,
6A3E5B466A54183FE1000000AC100155,"ACECLOFENACO TÓP, 15 MG/1 G CREM 60 G",,
