surgery_code,surgery_code_descr
Q00361,histerectomia vag (assistida per laparoscopia) | histerectomia vag (assistida per laparoscopia)
Q00362,histerectomia vag + annexectomia bilateral (assistida per laparoscopia) | histerectomia vag + annexectomia bilateral (assistida per laparoscopia)
Q00363,histerectomia vaginal | histerectomia vag
Q00364,histerectomia vag + plasties vaginals anteriors | histerectomia vag + plasties vaginals anteriors
Q00365,histerectomia vag + plasties vaginals anteriors i posteriors
Q00366,histerectomia vag + plasties vaginals posteriors
Q00367,histerectomia abd radical [wertheim-meigs] | histerectomia abdominal radical [wertheim-meigs]
Q00368,histerectomia vag.  radical [schauta] | histerectomia vaginal radical [schauta]
Q00369,curetatge uteri despres de part o avortament | curetatge uteri despres de part o avortament
Q00370,curetatge uteri per metrorragies | curetatge uteri per metrorragies
Q00371,plasties vaginals anteriors i posteriors | plasties vaginals anteriors i posteriors
Q00372,plasties vaginals anteriors | plasties vaginals anteriors
Q00373,plasties vaginals posteriors
Q00374,construccio de neovagina | construccio de neovagina
Q00375,fixacio vaginal [richter] | fixacio vaginal (richter)
Q00376,suspensio vaginal abdominal | suspensio vaginal abdominal
Q00377,reparacio para-vaginal (laparoscopia) | suspensio vaginal abdominal (per laparoscopia)
Q00378,colpo-perineoplastia | colpo-perineoplastia per a correccio d esquincada perineal
Q00379,reparacio d enterocele vaginal | reparacio d enterocele vaginal
Q00380,drenatge de la glandula de bartholin | drenatge de glandula de bartholin
Q00381,marsupialitzacio de quist de glandula de bartholin | marsupialitzacio de quist de glandula de bartholin
Q00382,escisio de quist de glandula de bartholin | excisio de quist de glandula de bartholin
Q00383,biopsia de mama
Q00384,biopsia de mama dirigida (marcatge amb aguelles) | biopsia de mama dirigida (marcatge amb agulles)
Q00385,segmentectomia de mama | segmentectomia de mama
Q00386,tumerectomia de mama | tumorectomia de mama | tumorectomia de mama
Q00387,tumorectomia de mama <local> | tumorectomia de mama <local>
Q00388,tumorectomia de mama + limfadenectomia axil.lar | tumorectomia de mama + limfadenectomia axil.lar
Q00389,tumerectomia de mama  + excisio de gangli centinella | tumorectomia de mama + excisio de gangli centinella
Q00390,quadrantectomia de mama
Q00391,mastectomia simple unilateral
Q00392,mastectomia simple bilateral
Q00393,mastectomia radical unilateral modificada (madden) | mastectomia radical unilateral modificada [madden]
Q00395,mastectomia radical bilateral modificada [madden] | mastectomia radical bilateral modificada [madden]
Q00397,trombectomia de vena cava inferior | trombectomia de vena cava inferior
Q00399,descens de vena renal esquerra | descens de vena renal esquerra
Q00400,derivacio espleno-renal per hipertensiovasculorenal | derivacio espleno-renal per hipertensiovasculorenal
Q00401,plastia arterial (amb empelt congelat) en ronyo trasplantat | plastia arterial (amb empelt congelat) en ronyo trasplantat
Q00402,reanastomosi vascular en ronyo trasplantat | reanastomosi vascular en ronyo trasplantat
Q00403,marsupialitzacio de limfocele posttrasplantament renal  (laparoscopia) | marsupialitzacio de limfocele posttrasplantament renal (per laparoscopia)
Q00404,marsupialitzacio de limfocele posttrasplantament renal | marsupialitzacio de limfocele posttrasplantament renal
Q00405,drenatge d absces renal | drenatge d absces renal
Q00406,drenatge d absces renal (percutani) | drenatge d absces renal (percutani)
Q00407,drenatge d absces renal (percutani) <local> | drenatge d absces renal (percutani) <local>
Q00408,nefrostomia bilateral | nefrostomia bilateral
Q00409,nefrostomia unilateral
Q00410,nefrostomia ecodirigida (percutania) <local> | nefrostomia ecodirigida (percutania) <local>
Q00411,nefrostomia ecodirigida (percutania) enronyo trasplantat <local> | nefrostomia ecodirigida (percutania) enronyo trasplantat <local>
Q00412,drenatge perirenal (percutani) posttrasplantament renal <local> | drenatge perirenal (percutani) posttrasplantament renal <local>
Q00413,pielolitotomia
Q00414,biopsia renal (percutania) | biopsia renal (percutania)
Q00415,biopsia renal (percutania) <local> | biopsia renal (percutania) <local>
Q00418,marsupialitzacio de quist renal | marsupialitzacio de quist renal
Q00419,excisio de tumor de pelvis renal (uretero-renoscopia) | excisio de tumor de pelvis renal (per uretero-renoscopia)
Q00420,nefrectomia parcial
Q00421,nefrectomia + ureterectomia parcial ambuna incisio | nefrectomia + ureterectomia parcial ambuna incisio
Q00422,nefrectomia de donante vivo (laparoscopia) | nefrectomia de donant viu (per laparoscopia) | nefrectomia de donant viu (laparoscopia)
Q00423,nefrectomia de donant viu (per lumbotomia) | nefrectomia de donant viu (per lumbotomia)
Q00424,nefrectomia extracapsular | nefrectomia extracapsular
Q00425,nefretectomia radical | nefrectomia radical
Q00426,nefrectomia radical (laparoscopia) | nefrectomia radical (per laparoscopia) | nefrectomia radical (laparoscopia)
Q00427,nefrectomia subcapsular | nefrectomia subcapsular
Q00428,nefro-ureterectomia radical + reseccio de meat ureteral (stripping) | nefro-ureterectomia radical + reseccio de meat ureteral (stripping)
Q00429,nefro-ureterectomia radical amb dues incisions | nefro-ureterectomia radical amb dues incisions
Q00430,nefrectomia de ronyo unic | nefrectomia de ronyo unic
Q00432,trasplantectomia renal subcapsular | trasplantectomia renal subcapsular
Q00433,nefrectomia bilateral | nefrectomia bilateral
Q00434,autotrasplantament renal | autotrasplantament renal
Q00435,tx renal cadaver obert | trasplantament renal heterotopic de donant cadaver
Q00436,tx renal donant viu obert | trasplantament renal heterotopic de donant viu
Q00437,tx renal cadaver ortotopic obert | trasplantament renal ortotopic de donant cadaver
Q00438,tx renal donant viu ortotopic obert | trasplantament renal ortotopic de donant viu
Q00439,revisio quirurgica i sutura de ronyo trasplantat | revisio quirurgica i sutura de ronyo trasplantat
Q00442,anastomosi pielo-ureteral (uretero-pielostomia) | anastomosi pielo-ureteral
Q00444,pieloplastia | pieloplastia
Q00445,"""reparacio de ruptura en ronyo trasplantat [tecnica de """"corsetaje""""] | """"reparacio de ruptura en ronyo trasplantat [tecnica de """"""""corsetaje""""""""]"""""""
Q00446,extraccio de calcul uretral  (uretero-renoscopia) | extraccio de calcul ureteral (per uretero-renoscopia)
Q00447,reparacio de fistula d ureter | reparacio de fistula d ureter
Q00448,ureterolitotomia | ureterolitotomia | ureterolitotomia
Q00449,urs semirigida | uretero-renoscopia
Q00450,excisio de tumor ureteral (uretero-renoscopia) | excisio de tumor ureteral (per uretero-renoscopia)
Q00451,excisio d ureterocele | excisio d ureterocele
Q00452,derivacio urinaria heterotopica no continent [bricker] | derivacio urinaria heterotopica no continent [bricker]
Q00453,derivacio urinaria ortotopica continent(neobufeta ileal padovana) | derivacio urinaria ortotopica continent(neobufeta ileal padovana)
Q00455,anastomosi uretero-vesical | anastomosi uretero-vesical
Q00456,anastomosi uretero-ureteral | anastomosi uretero-ureteral
Q00457,reanastomosi uretero-vesical posttrasplantament renal | reanastomosi uretero-vesical posttrasplantament renal
Q00458,cistostomia suprapubica | cistostomia suprapubica
Q00459,cistolitotomia | cistolitotomia
Q00460,cistoscopia | cistoscopia
Q00461,citoscopia  <local> | cistoscopia <local>
Q00462,biospsia vesical multiple (por cistoscopia) | biopsia vesical multiple (per cistoscopia) | biopsia vesical multiple (per citoscopia)
Q00463,reseccio transuretral (rtu) de bufeta | reseccio transuretral (rtu) de bufeta
Q00464,cistectomia parcial
Q00465,cistectomia parcial + reimplantacio ureteral | cistectomia parcial + reimplantacio ureteral
Q00466,cistectomia radical
Q00467,cisto-prostato-vesiculectomia radical | cisto-prostato-vesiculectomia radical
Q00468,exenteracio pelviana a l home | exenteracio pelviana a l home
Q00469,cistorrafia posttrasplantament renal | cistorrafia posttrasplantament renal
Q00470,reparacio de fistula vesico-rectal | reparacio de fistula vesico-rectal
Q00471,reparacio de fistula vesico-uterina | reparacio de fistula vesico-uterina
Q00472,reparacio de fistula vesico-vaginal | reparacio de fistula vesico-vaginal
Q00473,ampliacio vesical | ampliacio vesical
Q00474,cervicotomia vesical
Q00475,uretrotomia interna (sachse) | uretrotomia interna [sachse]
Q00476,biopsia uretral | biopsia uretral
Q00477,excisio de caruncula uretral <local> | excisio de caruncula uretral <local>
Q00478,excisio de fistula uretral | excisio de fistula uretral
Q00479,anastomosi uretral | anastomosi uretral
Q00480,reparacio d hipospadies | reparacio d hipospadies
Q00481,construccio de meat urinari perineal | construccio de meat urinari perineal
Q00482,meatoplastia uretral | meatoplastia uretral
Q00483,uretroplastia con injerto | uretroplastia amb empelt | uretroplastia amb empelt
Q00484,uretroplastia amb empelt pediculat | uretroplastia amb empelt pediculat
Q00485,uretroplastia amb teixit heteroleg | uretroplastia amb teixit heteroleg
Q00486,uretroplastia termino-terminal | uretroplastia termino-terminal
Q00487,meatotomia uretral
Q00488,uretrolisi per via vaginal
Q00489,uretrolisi suprapubica | uretrolisi suprapubica
Q00490,dilatacion uretral | dilatacio uretral | dilatacio uretral
Q00491,ureterolisi | ureterolisi
Q00492,implantacio d esfinter uretral artificial a la dona | implantacio d esfinter uretral artificial a la dona
Q00493,implantacio d esfinter uretral artificial a l home | implantacio d esfinter uretral artificial a l home
Q00494,canvi de cateter ureteral (per citoscopia) | canvi de cateter ureteral (per cistoscopia)
Q00495,canvi de cateter ureteral de doble j (per citoscopia) | canvi de cateter ureteral de doble j (per cistoscopia)
Q00496,cateterisme uretral (per citoscopia) | cateterisme ureteral (per cistoscopia)
Q00497,cateterisme ureteral (per cistoscopia) en ronyo trasplantat | cateterisme ureteral (per cistoscopia) en ronyo trasplantat
Q00498,cateterisme uretral amb doble j (per citoscopia) | cateterisme ureteral amb doble j (per cistoscopia)
Q00499,drenatge d absces prostatic | drenatge d absces prostatic
Q00500,drenatge d absces prostatic <local> | drenatge d absces prostatic <local>
Q00501,biopsia prostatica (percutania) | biopsia prostatica (percutania)
Q00502,biopsia prostatica (percutania) <local> | biopsia prostatica (percutania) <local>
Q00503,reseccion prostatica transuretral (rtup) | reseccio prostatica transuretral (rtup) | reseccio prostatica transuretral (rtup)
Q00504,prostatectomia radical (laparoscopica) | prostatectomia radical (per laparoscopia) | prostatectomia radical (laparoscopia)
Q00505,prostatectomia radical perineal
Q00506,prostatectomia radical retropubica
Q00508,miocapsulotomia prostatica | miocapsulotomia prostatica
Q00509,escrototomia diagnostica | escrototomia diagnostica
Q00510,eversio de tunica vaginal | eversio de tunica vaginal
Q00511,drenatge d absces testicular | drenatge d absces testicular
Q00512,drenatge d absces testicular <local> | drenatge d absces testicular <local>
Q00513,biopsia testicular (percutania) | biopsia testicular (percutania)
Q00514,biopsia testicular (percutania) <local> | biopsia testicular (percutania) <local>
Q00515,excisio d apendixs testiculars | excisio d apendixs testiculars
Q00516,orquiectomia escrotal
Q00517,orquiectomia inguinal | orquiectomia inguinal
Q00518,orquiectomia escrotal bilateral | orquiectomia escrotal bilateral
Q00519,orquiectomia inguinal bilateral
Q00520,orquio-funiculolisi + orquiopexia | orquio-funiculolisi + orquiopexia
Q00521,orquiopexia | orquiopexia
Q00522,sutura de laceracio testicular per traumatisme | sutura de laceracio testicular per traumatisme
Q00523,implantacio de protesi testicular | implantacio de protesi testicular
Q00524,espermatocelectomia | espermatocelectomia
Q00525,excisio de quist d epididim | excisio de quist d epididim
Q00526,excisio de quist de cordo | excisio de quist de cordo
Q00527,reduccio de torsio testicular | reduccio de torsio testicular
Q00528,vaso-vasostomia | vaso-vasostomia
Q00529,vasectomia | vasectomia | vasectomia
Q00530,vasectomia <local> | vasectomia <local>
Q00531,vaso-epididimostomia | vaso-epididimostomia
Q00532,circumcision <local> | circumcisio <local> | circumcisio <local>
Q00534,fal.lectomia parcial
Q00535,fal.lectomia total | fal.lectomia total
Q00536,corporoplastia de penis | corporoplastia de penis
Q00537,implantacio de protesi semirigida de penisi | implantacio de protesi semirigida de penis
Q00538,implantacio de protesi inflable de penis | implantacio de protesi inflable de penis
Q00539,exenteracio pelviana a la dona | exenteracio pelviana a la dona
Q00540,desbridament perineal per gangrena de fournier | desbridament perineal per gangrena de fournier
Q00541,plastia de reconstruccio perineal | plastia de reconstruccio perineal
Q00543,extraccio de cateter ureteral (per cistoscopia) | extraccio de cateter ureteral (per cistoscopia)
Q00544,extraccio de cateter ureteral (per cistoscopia) <local> | extraccio de cateter ureteral (per cistoscopia) <local>
Q00545,urs flexible/rirs | litotripsia de litiasi ureteral (per uretero-renoscopia)
Q00546,litotripsia de litiasi vesical amb rivolith | litotripsia de litiasi vesical amb rivolith
Q00547,aspiracio de moll d os per a trasplantament | aspiracio de moll d os per a trasplantament
Q00548,artroscopia d espatlla <local> | artroscopia d espatlla <local>
Q00549,artroscopia de colze <local> | artroscopia de colze <local>
Q00550,artroscopia de canell <local> | artroscopia de canell <local>
Q00551,artroscopia de genoll <local> | artroscopia de genoll <local>
Q00552,artroscopia de turmell <local> | artroscopia de turmell <local>
Q00553,implantacio d agulla d iridi | implantacio d agulla d iridi
Q00554,implantacio d agulla d iridi <local> | implantacio d agulla d iridi <local>
Q00556,implantacio d agulla d iridi per tumor de mama <local> | implantacio d agulla d iridi per tumor de mama <local>
Q00558,implantacio de cilindres vaginasls (cesi) | implantacio de cilindres vaginals (cesi)
Q00559,implantacio de cilindres vaginals (cesi) <local> | implantacio de cilindres vaginals (cesi) <local>
Q00560,implantacio de colpostats (cesi) | implantacio de colpostats (cesi)
Q00561,implantacio de colpostats (cesi)  <local> | implantacio de colpostats (cesi) <local>
Q00562,implantacio de motlles vaginals (iridi) | implantacio de motlles vaginals (iridi)
Q00563,implantacio de motlles vaginals (iridi)<local> | implantacio de motlles vaginals (iridi)<local>
Q00564,reemplacament de protesi de v aortica amb autoempelt [ross] | reemplacament de protesi valvular aortica amb autoempelt [ross]
