diag_ref,catalog,code,diag_descr
6000496,12,D56.0,Alfa talasemia
6000497,1,733.7,Algoneurodistrofia
6000498,12,M89.0,Algoneurodistrofia
6000499,12,L64.9,"Alopecia androgena, no especificada"
6000500,1,704.01,Alopecia areata
6000501,12,L63,Alopecia areata
6000502,12,L63.9,"Alopecia areata, no especificada"
6000503,12,L66.9,"Alopecia cicatricial, no especificada"
6000504,1,091.82,Alopecia sifilitica
6000505,12,A51.32,Alopecia sifilitica
6000506,12,L63.1,Alopecia universal
6000507,1,718.02,Alt.  cartilago artic brazo
6000508,1,718.01,Alt.  cartilago artic hombro
6000509,1,718.04,Alt.  cartilago artic mano
6000510,1,718.05,Alt.  cartilago artic pelvis y muslo
6000511,1,718.07,Alt.  cartilago artic tobillo y pie
6000512,1,658.91,Alter cavid/membra amniot neom parida c/s patol antepar/part
6000513,1,658.93,Alteracion cavidad/membr amniotica neom complicac anteparto
6000514,1,790.21,Alteracion de la glucosa en ayunas 
6000515,1,438.6,Alteracion de la sensibilidad
6000516,1,717.42,Alteracion del cuerno ant menisco lateral
6000517,1,717.1,Alteracion del cuerno anterior menisco medial
6000518,1,717.43,Alteracion del cuerno post menisc lateral
6000519,1,717.2,Alteracion del cuerno posterior del menisco medial
6000520,1,717.4,Alteracion del menisco lateral no especificado
6000521,1,656.93,Alteracion feto/placenta neom complicacion anteparto
6000522,1,656.91,"Alteracion feto/placenta neom parida, con o sin mencion de estado anteparto"
6000523,1,717.5,Alteracion menisco ncoc
6000524,1,648.4,"Alteracion mental embarazo, parto o puerperio sin especificacion con respecto a epi. de "
6000525,1,648.44,Alteracion mental embarazo/parto puerperio estado o complicacion postparto
6000526,1,648.42,"Alteracion mental embarazo/parto puerperio parto, con mencion de complicacion postparto"
6000527,1,648.41,"Alteracion mental embarazo/parto puerperio parto, con o sin mencion de estado anteparto"
6000528,1,648.43,Alteracion mental en embarazo estado o complicacion anteparto
6000529,12,P81.9,Alteracion no especificada de la regulacion de la temperatura en el recien nacido
6000530,1,786,"Alteracion respiratoria, sin especificar"
6000531,1,780.02,Alteracion transitoria de la conciencia
6000532,12,R40.4,Alteración transitoria de la conciencia
6000533,1,368.9,"Alteracion visual, no especificada"
6000534,12,H53.9,"Alteracion visual, no especificada"
6000535,1,527.7,Alteraciones de la secrecion salival
6000536,12,K11.7,Alteraciones de la secrecion salival
6000537,12,P74.3,Alteraciones del equilibrio del potasio en el recien nacido
6000538,12,P74.2,Alteraciones del equilibrio del sodio en el recien nacido
6000539,1,784.5,"Alteraciones del habla, no clasificadas en otra parte"
6000540,12,R47,"Alteraciones del habla, no clasificadas en otra parte"
6000541,1,520.6,Alteraciones en la erupcion dentaria
6000542,12,K00.6,Alteraciones en la erupcion dentaria
6000543,1,520.4,Alteraciones en la formacion dentaria
6000544,12,K00.4,Alteraciones en la formacion dentaria
6000545,1,536,Alteraciones funcionales del estomago
6000546,12,K31.83,Alteraciones funcionales del estomago
6000547,1,520.5,"Alteraciones hereditarias de la estructura dentaria, no clasificadas en otra parte"
6000548,12,K00.5,"Alteraciones hereditarias de la estructura dentaria, no clasificadas en otra parte"
6000549,12,R44.0,Alucinaciones auditivas
6000550,12,R44.1,Alucinaciones visuales
6000551,1,780.1,"Alucinaciones, no especificadas"
6000552,12,R44.3,"Alucinaciones, no especificadas"
6000553,1,760.73,Alucinogenos maternos afectacion rn o feto a traves de la placenta o leche materna 
6000554,1,293.82,Alucinosis organica
6000555,12,F06.0,Alucinosis organica
6000556,1,503,Aluminosis (del pulmon)
6000557,12,J63.0,Aluminosis (del pulmon)
6000558,1,526.5,Alveolitis maxilar
6000559,12,G45.3,Amaurosis fugaz
6000560,1,368.01,Ambliopia estrabica
6000561,12,H53.03,Ambliopia estrabica
6000562,1,368.0,Ambliopia ex anopsia
6000563,12,H53.0,Ambliopia ex anopsia
6000564,1,368.03,Ambliopia refractiva
6000565,12,H53.02,Ambliopia refractiva
6000566,1,369.22,Ambos ojos deterioro grave
6000567,1,006.6,Amebiasis cutanea
6000568,1,006.1,Amebiasis intestinal cronica
6000569,12,A06.1,Amebiasis intestinal cronica
6000570,1,006.9,"Amebiasis, no especificada"
6000571,12,A06.9,"Amebiasis, no especificada"
6000572,1,640.01,Amenaza de aborto
6000573,1,640.03,Amenaza de aborto
6000574,1,644.03,Amenaza de parto prematuro estado o complicacion anteparto
6000575,12,N91.0,Amenorrea primaria
6000576,12,N91.1,Amenorrea secundaria
6000577,1,626,"Amenorrea, sin otra especificacion"
6000578,12,N91.2,"Amenorrea, sin otra especificacion"
6000579,1,463,Amigdalitis aguda
6000580,12,J03,Amigdalitis aguda
6000581,1,474.02,Amigdalitis y adenoiditis cronicas
6000582,1,277.3,Amiloidosis
6000583,12,E85.1,Amiloidosis heredofamiliar neuropatica
6000584,12,E85.2,Amiloidosis heredofamiliar no especificada
6000585,1,277.31,Amiloidosis heredofamiliar no neuropatica
6000586,12,E85.0,Amiloidosis heredofamiliar no neuropatica
6000587,12,E85.4,Amiloidosis limitada a un organo
6000588,12,E85.3,Amiloidosis sistemica secundaria
6000589,1,277.30,"Amiloidosis, no especificada"
6000590,12,E85.9,"Amiloidosis, no especificada"
6000591,1,353.5,Amiotrofia neuralgica
6000592,12,G54.5,Amiotrofia neuralgica
6000593,12,R41.1,Amnesia anterograda
6000594,1,300.12,Amnesia disociativa
6000595,12,F44.0,Amnesia disociativa
6000596,1,437.7,Amnesia global transitoria
6000597,12,G45.4,Amnesia global transitoria
6000598,1,780.93,Amnesia retrograda
6000599,12,R41.2,Amnesia retrograda
6000600,12,P96.3,Amplitud de las suturas craneales del recien nacido
6000601,1,911.3,Ampolla de tronco infectada
6000602,1,916.3,Ampolla en cadera/muslo/pierna/tobillo infectada
6000603,1,916.2,Ampolla en cadera/muslo/pierna/tobillo sin infeccion
6000604,1,913.2,Ampolla en codo/antebrazo/muñeca sin infeccion
6000605,1,917.3,Ampolla en pie/dedo(s) pie infectada
6000606,1,917.2,Ampolla en pie/dedo(s) pie sin infeccion
6000607,1,897.7,Amputac bilateral (cualquier nivel) piernas complicada
6000608,1,897.6,Amputac bilateral (cualquier nivel) piernas sin complicacion
6000609,1,897.1,Amputac unilateral de pierna(s) debajo rodilla complicada
6000610,1,897.4,"Amputac unilateral de pierna(s), nivel neom sin complicacion"
6000611,1,897.3,Amputac unilateral pierna(s) en/encima rodilla complicada
6000612,1,897.2,Amputac unilateral pierna(s) en/encima rodilla sin complicac
6000613,1,887.6,Amputacion bilateral brazo (cualquier nivel) sin complicacio
6000614,1,896.2,Amputacion bilateral de pie sin complicacion
6000615,12,Y83.5,Amputacion de miembro(s)
6000616,1,886.1,Amputacion de otro dedo mano complicada
6000617,1,885,Amputacion traumatica de dedo pulgar (completa) (parcial)
6000618,1,895,Amputacion traumatica de dedo(s) pie (completa) (parcial)
6000619,1,895.1,Amputacion traumatica de dedo(s) pie complicada
6000620,1,886,Amputacion traumatica de otro dedo mano (completa) (parcial)
6000621,1,896,Amputacion traumatica de pie (completa) (parcial)
6000622,1,885.1,Amputacion traumatica de pulgar complicada
6000623,1,885.0,Amputacion traumatica de pulgar sin complicacion
6000624,1,887.5,"Amputacion unilateral de brazo, nivel neom complicada"
6000625,1,887.4,"Amputacion unilateral de brazo, nivel neom sin complicacion"
6000626,1,896.1,Amputacion unilateral de pie complicada
6000627,1,896.0,Amputacion unilateral de pie sin complicacion
6000628,1,887.3,Amputacion unilateral en/encima del codo complicada
6000629,1,887.2,Amputacion unilateral en/encima del codo sin complicacion
6000630,1,284,Anemia aplastica constitucional
6000631,12,D61.0,Anemia aplastica constitucional
6000632,12,D61.2,Anemia aplastica debida a otros agentes externos
6000633,12,D61.3,Anemia aplastica idiopatica
6000634,12,D61.1,Anemia aplastica inducida por drogas
6000635,1,284.9,"Anemia aplastica, sin otra especificacion"
6000636,12,D61.9,"Anemia aplastica, sin otra especificacion"
6000637,1,776.5,Anemia congenita debida a perdida de sangre fetal
6000638,12,P61.3,Anemia congenita debida a perdida de sangre fetal
6000639,1,776.6,Anemia de la prematuridad
6000640,12,P61.2,Anemia de la prematuridad
6000641,1,285.9,Anemia de tipo no especificado
6000642,12,D64.9,Anemia de tipo no especificado
6000643,12,D55.0,Anemia debida a deficiencia de glucosa-6-fosfato deshidrogenasa [g6fd]
6000644,1,282.2,Anemia debida a otros trastornos del metabolismo del glutation
6000645,12,D55.1,Anemia debida a otros trastornos del metabolismo del glutation
6000646,12,D55.2,Anemia debida a trastornos de las enzimas glucoliticas
6000647,1,285.8,Anemia diseritropoyetica congenita
6000648,12,D64.4,Anemia diseritropoyetica congenita
6000649,1,648.21,"Anemia embarazo/part/puerp parto, con o sin mencion de estado anteparto"
6000650,1,648.22,"Anemia embarazo/parto/puerperio parto, con mencion de complicacion postparto"
6000651,1,648.23,Anemia en embarazo estado o complicacion anteparto
6000652,1,648.2,"Anemia en embarazo, parto o puerperio sin especificacion con respecto a epi. de "
6000653,1,648.24,Anemia en embarazo/parto/puerperio estado o complicacion postparto
6000654,1,285.22,Anemia en enfermedad neoplasica (c00-d48Ã¢â‚¬Â )
6000655,12,D63.0,Anemia en enfermedad neoplasica (c00-d48Ã¢â‚¬Â )
6000656,12,D63.1,Anemia en enfermedad renal crónica
6000657,1,285.21,Anemia en enfermedad renal cronica 
6000658,1,285.29,Anemia en otras enfermedades cronicas clasificadas en otra parte
6000659,12,D63.8,Anemia en otras enfermedades cronicas clasificadas en otra parte
6000660,1,281.8,Anemia escorbutica
6000661,12,D53.2,Anemia escorbutica
6000662,1,282.6,Enfermedad depranocitica
6000663,1,282.61,Enfermedad hb ss sin crisis 
6000664,12,D57.1,Drepanocitosis sin crisis
6000665,1,283.9,"Anemia hemolitica adquirida, sin otra especificacion"
6000666,12,D59.9,"Anemia hemolitica adquirida, sin otra especificacion"
6000667,12,D59.0,Anemia hemolitica autoinmune inducida por drogas
6000668,1,282.9,"Anemia hemolitica hereditaria, sin otra especificacion"
6000669,12,D58.9,"Anemia hemolitica hereditaria, sin otra especificacion"
6000670,12,D59.2,Anemia hemolitica no autoinmune inducida por drogas
6000671,1,285.3,Anemia inducida por quimioterapia antineoplasica
6000672,1,281.9,"Anemia nutricional, no especificada"
6000673,12,D53.9,"Anemia nutricional, no especificada"
6000674,12,D52.9,"Anemia por deficiencia de folatos, sin otra especificacion"
6000675,1,280,Anemia por deficiencia de hierro secundaria a perdida de sangre (cronica)
6000676,12,D50.0,Anemia por deficiencia de hierro secundaria a perdida de sangre (cronica)
6000677,1,280.9,Anemia por deficiencia de hierro sin otra especificacion
6000678,12,D50.9,Anemia por deficiencia de hierro sin otra especificacion
6000679,1,281.4,Anemia por deficiencia de proteinas
6000680,12,D53.0,Anemia por deficiencia de proteinas
6000681,1,281,Anemia por deficiencia de vitamina b12 debida a deficiencia del factor intrinseco
6000682,12,D51.0,Anemia por deficiencia de vitamina b12 debida a deficiencia del factor intrinseco
6000683,12,D51.1,Anemia por deficiencia de vitamina b12 debida a mala absorcion selectiva de vitamina b12 con proteinuria
6000684,12,D51.9,"Anemia por deficiencia de vitamina b12, sin otra especificacion"
6000685,12,D52.0,Anemia por deficiencia dietetica de folatos
6000686,1,285.1,Anemia posthemorragica aguda
6000687,12,D62,Anemia posthemorragica aguda
6000688,12,O90.81,Anemia puerperal
6000689,12,O99.012,"Anemia que complica el embarazo, segundo trimestre"
6000690,12,O99.02,Anemia que complica el parto
6000691,12,D46.21,Anemia refractaria con exceso de blastos 1
6000692,1,238.72,Anemia refractaria con sideroblastos
6000693,12,D46.1,Anemia refractaria con sideroblastos
6000694,12,D46.0,"Anemia refractaria sin sideroblastos, asi descrita"
6000695,12,D46.4,"Anemia refractaria, sin otra especificacion"
6000696,12,D64.1,Anemia sideroblastica secundaria a otra enfermedad
6000697,12,D64.2,"Anemia sideroblastica secundaria, debida a drogas y toxinas"
6000698,1,740,Anencefalia
6000699,12,R20.0,Anestesia de la piel
6000700,1,371.81,Anestesia e hipoestasia corneales
6000701,1,414.1,Aneurisma y diseccion cardiacos 
6000702,1,414.19,Otros aneurismas cardiacos 
6000703,12,I25.3,Aneurisma de corazón
6000704,1,437.3,"Aneurisma cerebral, sin ruptura"
6000705,12,I67.1,"Aneurisma cerebral, sin ruptura"
6000706,1,442.3,Aneurisma de arteria del miembro inferior
6000707,12,I72.4,Aneurisma de arteria del miembro inferior
6000708,1,442,Aneurisma de arteria del miembro superior
6000709,12,I72.1,Aneurisma de arteria del miembro superior
6000710,1,442.2,Aneurisma de arteria iliaca
6000711,12,I72.3,Aneurisma de arteria iliaca
6000712,1,442.1,Aneurisma de arteria renal
6000713,12,I72.2,Aneurisma de arteria renal
6000714,1,441.4,"Aneurisma de la aorta abdominal, sin mencion de ruptura"
6000715,12,I71.4,"Aneurisma de la aorta abdominal, sin mencion de ruptura"
6000716,1,441.2,"Aneurisma de la aorta toracica, sin mencion de ruptura"
6000717,12,I71.2,"Aneurisma de la aorta toracica, sin mencion de ruptura"
6000718,1,441.7,"Aneurisma de la aorta toracoabdominal, sin mencion de ruptura"
6000719,12,I71.6,"Aneurisma de la aorta toracoabdominal, sin mencion de ruptura"
6000720,1,441.9,"Aneurisma de la aorta, sitio no especificado, sin mencion de ruptura"
6000721,12,I71.9,"Aneurisma de la aorta, sitio no especificado, sin mencion de ruptura"
6000722,1,442.81,Aneurisma de la arteria carotida
6000723,12,I72.0,Aneurisma de la arteria carotida
6000724,1,417.1,Aneurisma de la arteria pulmonar
6000725,12,I28.1,Aneurisma de la arteria pulmonar
6000726,1,442.82,Aneurisma dearteria subclavia
6000727,1,442.83,Aneurisma de arteria esplenica
6000728,1,442.84,Aneurisma de otra arteria visceral
6000729,1,442.89,Aneurisma de otras  arterias espeacificadas
6000730,12,I72.8,Aneurisma de otras arterias especificadas
6000731,1,442.9,Aneurisma de sitio no especificado
6000732,12,I72.9,Aneurisma de sitio no especificado
6000733,1,414.11,Aneurisma de vasos coronarios 
6000734,1,446.2,Angeitis por hipersensibilidad
6000735,1,446.21,Sindrome de goodpasture
6000736,1,446.29,Otras angeitis de hipersensibilidad
6000737,12,M31.0,Angeítis por hipersensibilidad
6000738,1,413.1,Angina de pecho con espasmo documentado
6000739,12,I20.1,Angina de pecho con espasmo documentado
6000740,12,I20.9,"Angina de pecho, no especificada"
6000741,1,034,Angina estreptococica
6000742,1,411.1,Angina inestable
6000743,12,I20.0,Angina inestable
6000744,12,K55.21,Angiodisplasia de colon con hemorragia
6000745,12,K55.20,Angiodisplasia de colon sin hemorragia
6000746,1,537.83,Angiodisplasia de estomago y duodeno con hemorragia
6000747,1,537.82,Angiodisplasia de estomago y duodeno sin mencion hemorragia
6000748,1,569.84,Angiodisplasia de intestino (sin mencion hemorragia)
6000749,1,569.85,Angiodisplasia de intestino con hemorragia
6000750,12,I68.0,Angiopatia cerebral amiloide (e85.-Ã¢â‚¬Â )
6000751,12,C22.3,Angiosarcoma del higado
6000752,1,705,Anhidrosis
6000753,1,623.3,Anillo de himen estrecho
6000754,12,N89.6,Anillo de himen estrecho
6000755,1,127.1,Anisaquiasis
6000756,12,B81.0,Anisaquiasis
6000757,1,379.41,Anisocoria
6000758,12,H57.02,Anisocoria
6000759,1,367.31,Anisometropia
6000760,12,H52.31,Anisometropia
6000761,1,520,Anodoncia
6000762,12,K00.0,Anodoncia
6000763,1,758.9,"Anomalia cromosomica, no especificada"
6000764,12,Q99.9,"Anomalia cromosomica, no especificada"
6000765,1,746.2,Anomalia de ebstein
6000766,12,Q22.5,Anomalia de ebstein
6000767,1,524.20,Anomalia de la relacion entre las arcadas dentales no especificada 
6000768,1,756.7,"Anomalia de pared abdominal, no especificada"
6000769,1,524.30,Anomalia de posicion de los dientes no especificada 
6000770,1,747.64,Anomalia de vasos de miembros inferiores
6000771,1,747.63,Anomalia de vasos de miembros superiores
6000772,1,524.50,"Anomalia dentofacial funcional, no especificada "
6000773,12,M26.9,"Anomalía dentofacial, no especificada"
6000774,1,661.91,"Anomalia dinamica del trabajo de parto, no especificada"
6000775,1,581.3,Sindrome nefrotico y glomerulonefritis de cambios minimos
6000776,12,N03.0,Síndrome nefrítico crónico con anomalía glomerular mínima
6000777,12,N04.0,Síndrome nefrótico con anomalía glomerular mínima
6000778,12,N05.0,Síndrome nefrítico no especificado con anomalía glomerular mínima
6000779,1,747.3,Anomalias arteria pulmonar
6000780,1,759.0,Anomalias de bazo
6000781,1,756.1,Anomalias de la columna vertebral no especificado
6000782,1,524.3,Anomalias de la posicion de los dientes totalamente erupcionados 
6000783,1,524.2,Anomalias de relacion entre arcadas dentarias
6000784,12,K00.2,Anomalias del tamaño y de la forma del diente
6000785,1,520.2,Anomalias del tamaño y de la forma del diente
